Perfil;Ancho;Alto;ColorVidrio;Acabado;Tarifa
7998;400;2500;MATE;LACADO;253,50
7998;500;500;MATE;LACADO;154,42
7998;500;1000;MATE;LACADO;201,46
7998;500;2000;MATE;LACADO;241,52
7998;500;2500;MATE;LACADO;277,79
7998;600;500;MATE;LACADO;163,26
7998;600;1000;MATE;LACADO;216,67
7998;600;2000;MATE;LACADO;261,41
7998;600;2500;MATE;LACADO;302,08
7998;400;500;MATE;ANODIZADO;148,47
7998;400;1000;MATE;ANODIZADO;190,73
7998;400;2000;MATE;ANODIZADO;229,33
7998;400;2500;MATE;ANODIZADO;262,80
7998;500;500;MATE;ANODIZADO;157,63
7998;500;1000;MATE;ANODIZADO;206,27
7998;500;2000;MATE;ANODIZADO;249,54
7998;500;2500;MATE;ANODIZADO;287,41
7998;600;500;MATE;ANODIZADO;166,79
7998;600;1000;MATE;ANODIZADO;221,81
7998;600;2000;MATE;ANODIZADO;269,76
7998;600;2500;MATE;ANODIZADO;312,03
7999;400;500;SINVIDRIO;LACADO;46,01
7999;400;1000;SINVIDRIO;LACADO;58,34
7999;400;2000;SINVIDRIO;LACADO;80,16
7999;400;2500;SINVIDRIO;LACADO;92,48
7999;500;500;SINVIDRIO;LACADO;47,91
7999;500;1000;SINVIDRIO;LACADO;60,24
7999;500;2000;SINVIDRIO;LACADO;82,05
7999;500;2500;SINVIDRIO;LACADO;94,38
7999;600;500;SINVIDRIO;LACADO;49,81
7999;600;1000;SINVIDRIO;LACADO;62,13
7999;600;2000;SINVIDRIO;LACADO;83,95
7999;600;2500;SINVIDRIO;LACADO;96,28
7999;400;500;SINVIDRIO;ANODIZADO;50,60
7999;400;1000;SINVIDRIO;ANODIZADO;65,48
7999;400;2000;SINVIDRIO;ANODIZADO;92,39
7999;400;2500;SINVIDRIO;ANODIZADO;107,27
7999;500;500;SINVIDRIO;ANODIZADO;53,01
7999;500;1000;SINVIDRIO;ANODIZADO;67,89
7999;500;2000;SINVIDRIO;ANODIZADO;94,80
7999;500;2500;SINVIDRIO;ANODIZADO;109,68
7999;600;500;SINVIDRIO;ANODIZADO;55,42
7999;600;1000;SINVIDRIO;ANODIZADO;70,30
7999;600;2000;SINVIDRIO;ANODIZADO;97,21
7999;600;2500;SINVIDRIO;ANODIZADO;112,09
7999;400;500;TRANSPARENTE;LACADO;132,34
7999;400;1000;TRANSPARENTE;LACADO;159,29
7999;400;2000;TRANSPARENTE;LACADO;195,25
7999;400;2500;TRANSPARENTE;LACADO;220,40
7999;500;500;TRANSPARENTE;LACADO;137,73
7999;500;1000;TRANSPARENTE;LACADO;167,50
7999;500;2000;TRANSPARENTE;LACADO;207,98
7999;500;2500;TRANSPARENTE;LACADO;235,72
7999;600;500;TRANSPARENTE;LACADO;143,11
7999;600;1000;TRANSPARENTE;LACADO;175,70
7999;600;2000;TRANSPARENTE;LACADO;220,71
7999;600;2500;TRANSPARENTE;LACADO;251,04
7999;400;500;TRANSPARENTE;ANODIZADO;136,93
7999;400;1000;TRANSPARENTE;ANODIZADO;166,43
7999;400;2000;TRANSPARENTE;ANODIZADO;207,49
7999;400;2500;TRANSPARENTE;ANODIZADO;235,19
7999;500;500;TRANSPARENTE;ANODIZADO;142,83
7999;500;1000;TRANSPARENTE;ANODIZADO;175,15
7999;500;2000;TRANSPARENTE;ANODIZADO;220,73
7999;500;2500;TRANSPARENTE;ANODIZADO;251,02
7999;600;500;TRANSPARENTE;ANODIZADO;148,72
7999;600;1000;TRANSPARENTE;ANODIZADO;183,86
7999;600;2000;TRANSPARENTE;ANODIZADO;233,97
7999;600;2500;TRANSPARENTE;ANODIZADO;266,85
7999;400;500;COLORMIX01;LACADO;138,33
7999;400;1000;COLORMIX01;LACADO;171,29
7999;400;2000;COLORMIX01;LACADO;216,65
7999;400;2500;COLORMIX01;LACADO;247,15
7999;500;500;COLORMIX01;LACADO;145,22
7999;500;1000;COLORMIX01;LACADO;182,48
7999;500;2000;COLORMIX01;LACADO;234,73
7999;500;2500;COLORMIX01;LACADO;269,15
7999;600;500;COLORMIX01;LACADO;152,11
7999;600;1000;COLORMIX01;LACADO;193,68
7999;600;2000;COLORMIX01;LACADO;252,81
7999;600;2500;COLORMIX01;LACADO;291,16
7999;400;500;COLORMIX01;ANODIZADO;142,92
7999;400;1000;COLORMIX01;ANODIZADO;178,43
7999;400;2000;COLORMIX01;ANODIZADO;228,89
7999;400;2500;COLORMIX01;ANODIZADO;261,94
7999;500;500;COLORMIX01;ANODIZADO;150,32
7999;500;1000;COLORMIX01;ANODIZADO;190,13
7999;500;2000;COLORMIX01;ANODIZADO;247,48
7999;500;2500;COLORMIX01;ANODIZADO;284,45
7999;600;500;COLORMIX01;ANODIZADO;157,72
7999;600;1000;COLORMIX01;ANODIZADO;201,84
7999;600;2000;COLORMIX01;ANODIZADO;266,07
7999;600;2500;COLORMIX01;ANODIZADO;306,97
7999;400;500;GRISOSCURO;LACADO;153,68
7999;400;1000;GRISOSCURO;LACADO;201,98
7999;400;2000;GRISOSCURO;LACADO;272,77
7999;400;2500;GRISOSCURO;LACADO;317,30
7999;500;500;GRISOSCURO;LACADO;164,40
7999;500;1000;GRISOSCURO;LACADO;220,85
7999;500;2000;GRISOSCURO;LACADO;304,88
7999;500;2500;GRISOSCURO;LACADO;356,84
7999;600;500;GRISOSCURO;LACADO;175,12
7999;600;1000;GRISOSCURO;LACADO;239,72
7999;600;2000;GRISOSCURO;LACADO;336,99
7999;600;2500;GRISOSCURO;LACADO;396,39
7999;400;500;GRISOSCURO;ANODIZADO;158,27
7999;400;1000;GRISOSCURO;ANODIZADO;209,12
7999;400;2000;GRISOSCURO;ANODIZADO;285,01
7999;400;2500;GRISOSCURO;ANODIZADO;332,09
7999;500;500;GRISOSCURO;ANODIZADO;169,50
7999;500;1000;GRISOSCURO;ANODIZADO;228,50
7999;500;2000;GRISOSCURO;ANODIZADO;317,63
7999;500;2500;GRISOSCURO;ANODIZADO;372,14
7999;600;500;GRISOSCURO;ANODIZADO;180,73
7999;600;1000;GRISOSCURO;ANODIZADO;247,88
7999;600;2000;GRISOSCURO;ANODIZADO;350,25
7999;600;2500;GRISOSCURO;ANODIZADO;412,20
7999;400;500;MATE;LACADO;146,60
7999;400;1000;MATE;LACADO;187,81
7999;400;2000;MATE;LACADO;224,33
7999;400;2500;MATE;LACADO;256,75
7999;500;500;MATE;LACADO;155,55
7999;500;1000;MATE;LACADO;203,14
7999;500;2000;MATE;LACADO;244,33
7999;500;2500;MATE;LACADO;281,16
7999;600;500;MATE;LACADO;164,50
7999;600;1000;MATE;LACADO;218,47
7999;600;2000;MATE;LACADO;264,34
7999;600;2500;MATE;LACADO;305,56
7999;400;500;MATE;ANODIZADO;151,19
7999;400;1000;MATE;ANODIZADO;194,95
7999;400;2000;MATE;ANODIZADO;236,57
7999;400;2500;MATE;ANODIZADO;271,54
7999;500;500;MATE;ANODIZADO;160,65
7999;500;1000;MATE;ANODIZADO;210,79
7999;500;2000;MATE;ANODIZADO;257,08
7999;500;2500;MATE;ANODIZADO;296,46
7999;600;500;MATE;ANODIZADO;170,11
7999;600;1000;MATE;ANODIZADO;226,63
7999;600;2000;MATE;ANODIZADO;277,60
7999;600;2500;MATE;ANODIZADO;321,37
79916;400;500;SINVIDRIO;LACADO;38,56
79916;400;1000;SINVIDRIO;LACADO;46,74
79916;400;2000;SINVIDRIO;LACADO;60,28
79916;400;2500;SINVIDRIO;LACADO;68,46
79916;500;500;SINVIDRIO;LACADO;39,63
79916;500;1000;SINVIDRIO;LACADO;47,81
79916;500;2000;SINVIDRIO;LACADO;61,35
79916;500;2500;SINVIDRIO;LACADO;69,53
79916;600;500;SINVIDRIO;LACADO;40,70
79916;600;1000;SINVIDRIO;LACADO;48,88
79916;600;2000;SINVIDRIO;LACADO;62,42
79916;600;2500;SINVIDRIO;LACADO;70,60
79916;400;500;SINVIDRIO;ANODIZADO;41,15
79916;400;1000;SINVIDRIO;ANODIZADO;50,77
79916;400;2000;SINVIDRIO;ANODIZADO;67,18
79916;400;2500;SINVIDRIO;ANODIZADO;76,80
79916;500;500;SINVIDRIO;ANODIZADO;42,51
79916;500;1000;SINVIDRIO;ANODIZADO;52,13
79916;500;2000;SINVIDRIO;ANODIZADO;68,54
79916;500;2500;SINVIDRIO;ANODIZADO;78,16
79916;600;500;SINVIDRIO;ANODIZADO;43,86
79916;600;1000;SINVIDRIO;ANODIZADO;53,49
79916;600;2000;SINVIDRIO;ANODIZADO;69,90
79916;600;2500;SINVIDRIO;ANODIZADO;79,52
79916;400;500;TRANSPARENTE;LACADO;124,88
79916;400;1000;TRANSPARENTE;LACADO;147,70
79916;400;2000;TRANSPARENTE;LACADO;175,37
79916;400;2500;TRANSPARENTE;LACADO;196,38
79916;500;500;TRANSPARENTE;LACADO;129,44
79916;500;1000;TRANSPARENTE;LACADO;155,07
79916;500;2000;TRANSPARENTE;LACADO;187,27
79916;500;2500;TRANSPARENTE;LACADO;210,87
79916;600;500;TRANSPARENTE;LACADO;134,00
79916;600;1000;TRANSPARENTE;LACADO;162,44
79916;600;2000;TRANSPARENTE;LACADO;199,18
79916;600;2500;TRANSPARENTE;LACADO;225,36
79916;400;500;TRANSPARENTE;ANODIZADO;127,47
79916;400;1000;TRANSPARENTE;ANODIZADO;151,73
79916;400;2000;TRANSPARENTE;ANODIZADO;182,27
79916;400;2500;TRANSPARENTE;ANODIZADO;204,72
79916;500;500;TRANSPARENTE;ANODIZADO;132,32
79916;500;1000;TRANSPARENTE;ANODIZADO;159,39
79916;500;2000;TRANSPARENTE;ANODIZADO;194,47
79916;500;2500;TRANSPARENTE;ANODIZADO;219,50
79916;600;500;TRANSPARENTE;ANODIZADO;137,17
79916;600;1000;TRANSPARENTE;ANODIZADO;167,05
79916;600;2000;TRANSPARENTE;ANODIZADO;206,66
79916;600;2500;TRANSPARENTE;ANODIZADO;234,28
79916;400;500;COLORMIX01;LACADO;130,88
79916;400;1000;COLORMIX01;LACADO;159,69
79916;400;2000;COLORMIX01;LACADO;196,77
79916;400;2500;COLORMIX01;LACADO;223,13
79916;500;500;COLORMIX01;LACADO;136,94
79916;500;1000;COLORMIX01;LACADO;170,06
79916;500;2000;COLORMIX01;LACADO;214,02
79916;500;2500;COLORMIX01;LACADO;244,31
79916;600;500;COLORMIX01;LACADO;143,00
79916;600;1000;COLORMIX01;LACADO;180,43
79916;600;2000;COLORMIX01;LACADO;231,28
79916;600;2500;COLORMIX01;LACADO;265,48
79916;400;500;COLORMIX01;ANODIZADO;134,83
79916;400;1000;COLORMIX01;ANODIZADO;165,07
79916;400;2000;COLORMIX01;ANODIZADO;205,03
79916;400;2500;COLORMIX01;ANODIZADO;232,83
79916;500;500;COLORMIX01;ANODIZADO;141,17
79916;500;1000;COLORMIX01;ANODIZADO;175,73
79916;500;2000;COLORMIX01;ANODIZADO;222,57
79916;500;2500;COLORMIX01;ANODIZADO;254,29
79916;600;500;COLORMIX01;ANODIZADO;153,07
79916;600;1000;COLORMIX01;ANODIZADO;183,22
79916;600;2000;COLORMIX01;ANODIZADO;245,66
79916;600;2500;COLORMIX01;ANODIZADO;236,03
79916;400;500;GRISOSCURO;LACADO;146,22
79916;400;1000;GRISOSCURO;LACADO;190,38
79916;400;2000;GRISOSCURO;LACADO;252,89
79916;400;2500;GRISOSCURO;LACADO;293,28
79916;500;500;GRISOSCURO;LACADO;156,12
79916;500;1000;GRISOSCURO;LACADO;208,42
79916;500;2000;GRISOSCURO;LACADO;284,17
79916;500;2500;GRISOSCURO;LACADO;332,00
79916;600;500;GRISOSCURO;LACADO;166,01
79916;600;1000;GRISOSCURO;LACADO;226,47
79916;600;2000;GRISOSCURO;LACADO;315,46
79916;600;2500;GRISOSCURO;LACADO;370,71
79916;400;500;GRISOSCURO;ANODIZADO;148,81
79916;400;1000;GRISOSCURO;ANODIZADO;194,41
79916;400;2000;GRISOSCURO;ANODIZADO;259,79
79916;400;2500;GRISOSCURO;ANODIZADO;301,62
79916;500;500;GRISOSCURO;ANODIZADO;159,00
79916;500;1000;GRISOSCURO;ANODIZADO;212,74
79916;500;2000;GRISOSCURO;ANODIZADO;291,37
79916;500;2500;GRISOSCURO;ANODIZADO;340,63
79916;600;500;GRISOSCURO;ANODIZADO;169,18
79916;600;1000;GRISOSCURO;ANODIZADO;231,07
79916;600;2000;GRISOSCURO;ANODIZADO;322,94
79916;600;2500;GRISOSCURO;ANODIZADO;379,63
79916;400;500;MATE;LACADO;139,14
79916;400;1000;MATE;LACADO;176,22
79916;400;2000;MATE;LACADO;204,45
79916;400;2500;MATE;LACADO;232,73
79916;500;500;MATE;LACADO;147,27
79916;500;1000;MATE;LACADO;190,72
79916;500;2000;MATE;LACADO;223,63
79916;500;2500;MATE;LACADO;256,31
79916;600;500;MATE;LACADO;155,39
79916;600;1000;MATE;LACADO;205,22
79916;600;2000;MATE;LACADO;242,80
79916;600;2500;MATE;LACADO;279,89
79916;400;500;MATE;ANODIZADO;141,73
79916;400;1000;MATE;ANODIZADO;180,24
79916;400;2000;MATE;ANODIZADO;211,35
79916;400;2500;MATE;ANODIZADO;241,08
79916;500;500;MATE;ANODIZADO;150,14
79916;500;1000;MATE;ANODIZADO;195,03
79916;500;2000;MATE;ANODIZADO;230,82
79916;500;2500;MATE;ANODIZADO;264,94
79916;600;500;MATE;ANODIZADO;158,55
79916;600;1000;MATE;ANODIZADO;209,82
79916;600;2000;MATE;ANODIZADO;250,28
79916;600;2500;MATE;ANODIZADO;288,81
BT110;400;500;SINVIDRIO;LACADO;50,61
BT110;400;1000;SINVIDRIO;LACADO;65,49
BT110;400;2000;SINVIDRIO;LACADO;92,42
BT110;400;2500;SINVIDRIO;LACADO;107,30
BT110;400;2600;SINVIDRIO;LACADO;500,00
BT110;500;500;SINVIDRIO;LACADO;53,02
BT110;500;1000;SINVIDRIO;LACADO;67,90
BT110;500;2000;SINVIDRIO;LACADO;94,83
BT110;500;2500;SINVIDRIO;LACADO;109,71
BT110;500;2600;SINVIDRIO;LACADO;500,00
BT110;600;500;SINVIDRIO;LACADO;55,43
BT110;600;1000;SINVIDRIO;LACADO;70,31
BT110;600;2000;SINVIDRIO;LACADO;97,24
BT110;600;2500;SINVIDRIO;LACADO;112,12
BT110;600;2600;SINVIDRIO;LACADO;500,00
BT110;400;500;SINVIDRIO;ANODIZADO;55,79
BT110;400;1000;SINVIDRIO;ANODIZADO;73,55
BT110;400;2000;SINVIDRIO;ANODIZADO;106,23
BT110;400;2500;SINVIDRIO;ANODIZADO;123,99
BT110;400;2600;SINVIDRIO;ANODIZADO;500,00
BT110;500;500;SINVIDRIO;ANODIZADO;58,78
BT110;500;1000;SINVIDRIO;ANODIZADO;76,54
BT110;500;2000;SINVIDRIO;ANODIZADO;109,22
BT110;500;2500;SINVIDRIO;ANODIZADO;126,98
BT110;500;2600;SINVIDRIO;ANODIZADO;500,00
BT110;600;500;SINVIDRIO;ANODIZADO;61,76
BT110;600;1000;SINVIDRIO;ANODIZADO;79,52
BT110;600;2000;SINVIDRIO;ANODIZADO;112,20
BT110;600;2500;SINVIDRIO;ANODIZADO;129,96
BT110;600;2600;SINVIDRIO;ANODIZADO;500,00
BT110;400;500;SINVIDRIO;RECHAPADO;57,36
BT110;400;1000;SINVIDRIO;RECHAPADO;75,99
BT110;400;2000;SINVIDRIO;RECHAPADO;110,41
BT110;400;2500;SINVIDRIO;RECHAPADO;129,04
BT110;400;2600;SINVIDRIO;RECHAPADO;500,00
BT110;500;500;SINVIDRIO;RECHAPADO;60,52
BT110;500;1000;SINVIDRIO;RECHAPADO;79,15
BT110;500;2000;SINVIDRIO;RECHAPADO;113,57
BT110;500;2500;SINVIDRIO;RECHAPADO;132,20
BT110;500;2600;SINVIDRIO;RECHAPADO;500,00
BT110;600;500;SINVIDRIO;RECHAPADO;63,68
BT110;600;1000;SINVIDRIO;RECHAPADO;82,31
BT110;600;2000;SINVIDRIO;RECHAPADO;116,73
BT110;600;2500;SINVIDRIO;RECHAPADO;135,36
BT110;600;2600;SINVIDRIO;RECHAPADO;500,00
BT110;400;500;TRANSPARENTE;LACADO;136,94
BT110;400;1000;TRANSPARENTE;LACADO;166,45
BT110;400;2000;TRANSPARENTE;LACADO;207,52
BT110;400;2500;TRANSPARENTE;LACADO;235,23
BT110;400;2600;TRANSPARENTE;LACADO;500,00
BT110;500;500;TRANSPARENTE;LACADO;142,84
BT110;500;1000;TRANSPARENTE;LACADO;175,16
BT110;500;2000;TRANSPARENTE;LACADO;220,76
BT110;500;2500;TRANSPARENTE;LACADO;251,05
BT110;500;2600;TRANSPARENTE;LACADO;500,00
BT110;600;500;TRANSPARENTE;LACADO;148,74
BT110;600;1000;TRANSPARENTE;LACADO;183,87
BT110;600;2000;TRANSPARENTE;LACADO;234,00
BT110;600;2500;TRANSPARENTE;LACADO;266,88
BT110;600;2600;TRANSPARENTE;LACADO;500,00
BT110;400;500;TRANSPARENTE;ANODIZADO;142,12
BT110;400;1000;TRANSPARENTE;ANODIZADO;174,51
BT110;400;2000;TRANSPARENTE;ANODIZADO;221,33
BT110;400;2500;TRANSPARENTE;ANODIZADO;251,91
BT110;400;2600;TRANSPARENTE;ANODIZADO;500,00
BT110;500;500;TRANSPARENTE;ANODIZADO;148,59
BT110;500;1000;TRANSPARENTE;ANODIZADO;183,79
BT110;500;2000;TRANSPARENTE;ANODIZADO;235,15
BT110;500;2500;TRANSPARENTE;ANODIZADO;268,32
BT110;500;2600;TRANSPARENTE;ANODIZADO;500,00
BT110;600;500;TRANSPARENTE;ANODIZADO;155,07
BT110;600;1000;TRANSPARENTE;ANODIZADO;193,08
BT110;600;2000;TRANSPARENTE;ANODIZADO;248,97
BT110;600;2500;TRANSPARENTE;ANODIZADO;284,72
BT110;600;2600;TRANSPARENTE;ANODIZADO;500,00
BT110;400;500;TRANSPARENTE;RECHAPADO;143,69
BT110;400;1000;TRANSPARENTE;RECHAPADO;176,95
BT110;400;2000;TRANSPARENTE;RECHAPADO;225,51
BT110;400;2500;TRANSPARENTE;RECHAPADO;256,97
BT110;400;2600;TRANSPARENTE;RECHAPADO;500,00
BT110;500;500;TRANSPARENTE;RECHAPADO;150,33
BT110;500;1000;TRANSPARENTE;RECHAPADO;186,41
BT110;500;2000;TRANSPARENTE;RECHAPADO;239,50
BT110;500;2500;TRANSPARENTE;RECHAPADO;273,54
BT110;500;2600;TRANSPARENTE;RECHAPADO;500,00
BT110;600;500;TRANSPARENTE;RECHAPADO;156,98
BT110;600;1000;TRANSPARENTE;RECHAPADO;195,87
BT110;600;2000;TRANSPARENTE;RECHAPADO;253,50
BT110;600;2500;TRANSPARENTE;RECHAPADO;290,12
BT110;600;2600;TRANSPARENTE;RECHAPADO;500,00
BT110;400;500;COLORMIX01;LACADO;142,93
BT110;400;1000;COLORMIX01;LACADO;178,44
BT110;400;2000;COLORMIX01;LACADO;228,91
BT110;400;2500;COLORMIX01;LACADO;261,97
BT110;400;2600;COLORMIX01;LACADO;500,00
BT110;500;500;COLORMIX01;LACADO;150,33
BT110;500;1000;COLORMIX01;LACADO;190,15
BT110;500;2000;COLORMIX01;LACADO;247,51
BT110;500;2500;COLORMIX01;LACADO;284,49
BT110;500;2600;COLORMIX01;LACADO;500,00
BT110;600;500;COLORMIX01;LACADO;157,73
BT110;600;1000;COLORMIX01;LACADO;201,86
BT110;600;2000;COLORMIX01;LACADO;266,10
BT110;600;2500;COLORMIX01;LACADO;307,00
BT110;600;2600;COLORMIX01;LACADO;500,00
BT110;400;500;COLORMIX01;ANODIZADO;148,11
BT110;400;1000;COLORMIX01;ANODIZADO;186,50
BT110;400;2000;COLORMIX01;ANODIZADO;242,72
BT110;400;2500;COLORMIX01;ANODIZADO;278,66
BT110;400;2600;COLORMIX01;ANODIZADO;500,00
BT110;500;500;COLORMIX01;ANODIZADO;156,09
BT110;500;1000;COLORMIX01;ANODIZADO;198,78
BT110;500;2000;COLORMIX01;ANODIZADO;261,89
BT110;500;2500;COLORMIX01;ANODIZADO;301,75
BT110;500;2600;COLORMIX01;ANODIZADO;500,00
BT110;600;500;COLORMIX01;ANODIZADO;164,06
BT110;600;1000;COLORMIX01;ANODIZADO;211,07
BT110;600;2000;COLORMIX01;ANODIZADO;281,06
BT110;600;2500;COLORMIX01;ANODIZADO;324,84
BT110;600;2600;COLORMIX01;ANODIZADO;500,00
BT110;400;500;COLORMIX01;RECHAPADO;149,68
BT110;400;1000;COLORMIX01;RECHAPADO;188,94
BT110;400;2000;COLORMIX01;RECHAPADO;246,91
BT110;400;2500;COLORMIX01;RECHAPADO;283,71
BT110;400;2600;COLORMIX01;RECHAPADO;500,00
BT110;500;500;COLORMIX01;RECHAPADO;157,83
BT110;500;1000;COLORMIX01;RECHAPADO;201,40
BT110;500;2000;COLORMIX01;RECHAPADO;266,25
BT110;500;2500;COLORMIX01;RECHAPADO;306,98
BT110;500;2600;COLORMIX01;RECHAPADO;500,00
BT110;600;500;COLORMIX01;RECHAPADO;165,97
BT110;600;1000;COLORMIX01;RECHAPADO;213,86
BT110;600;2000;COLORMIX01;RECHAPADO;285,59
BT110;600;2500;COLORMIX01;RECHAPADO;330,24
BT110;600;2600;COLORMIX01;RECHAPADO;500,00
BT110;400;500;GRISOSCURO;LACADO;158,28
BT110;400;1000;GRISOSCURO;LACADO;209,13
BT110;400;2000;GRISOSCURO;LACADO;285,04
BT110;400;2500;GRISOSCURO;LACADO;332,13
BT110;400;2600;GRISOSCURO;LACADO;500,00
BT110;500;500;GRISOSCURO;LACADO;169,51
BT110;500;1000;GRISOSCURO;LACADO;228,51
BT110;500;2000;GRISOSCURO;LACADO;317,66
BT110;500;2500;GRISOSCURO;LACADO;372,18
BT110;500;2600;GRISOSCURO;LACADO;500,00
BT110;600;500;GRISOSCURO;LACADO;180,75
BT110;600;1000;GRISOSCURO;LACADO;247,90
BT110;600;2000;GRISOSCURO;LACADO;350,28
BT110;600;2500;GRISOSCURO;LACADO;412,23
BT110;600;2600;GRISOSCURO;LACADO;500,00
BT110;400;500;GRISOSCURO;ANODIZADO;163,46
BT110;400;1000;GRISOSCURO;ANODIZADO;217,19
BT110;400;2000;GRISOSCURO;ANODIZADO;298,85
BT110;400;2500;GRISOSCURO;ANODIZADO;348,81
BT110;400;2600;GRISOSCURO;ANODIZADO;500,00
BT110;500;500;GRISOSCURO;ANODIZADO;175,27
BT110;500;1000;GRISOSCURO;ANODIZADO;237,15
BT110;500;2000;GRISOSCURO;ANODIZADO;332,05
BT110;500;2500;GRISOSCURO;ANODIZADO;389,44
BT110;500;2600;GRISOSCURO;ANODIZADO;500,00
BT110;600;500;GRISOSCURO;ANODIZADO;187,08
BT110;600;1000;GRISOSCURO;ANODIZADO;257,10
BT110;600;2000;GRISOSCURO;ANODIZADO;365,25
BT110;600;2500;GRISOSCURO;ANODIZADO;430,07
BT110;600;2600;GRISOSCURO;ANODIZADO;500,00
BT110;400;500;GRISOSCURO;RECHAPADO;165,03
BT110;400;1000;GRISOSCURO;RECHAPADO;219,63
BT110;400;2000;GRISOSCURO;RECHAPADO;303,03
BT110;400;2500;GRISOSCURO;RECHAPADO;353,87
BT110;400;2600;GRISOSCURO;RECHAPADO;500,00
BT110;500;500;GRISOSCURO;RECHAPADO;177,01
BT110;500;1000;GRISOSCURO;RECHAPADO;239,76
BT110;500;2000;GRISOSCURO;RECHAPADO;336,40
BT110;500;2500;GRISOSCURO;RECHAPADO;394,67
BT110;500;2600;GRISOSCURO;RECHAPADO;500,00
BT110;600;500;GRISOSCURO;RECHAPADO;188,99
BT110;600;1000;GRISOSCURO;RECHAPADO;259,89
BT110;600;2000;GRISOSCURO;RECHAPADO;369,78
BT110;600;2500;GRISOSCURO;RECHAPADO;435,47
BT110;600;2600;GRISOSCURO;RECHAPADO;500,00
BT110;400;500;MATE;LACADO;151,20
BT110;400;1000;MATE;LACADO;194,97
BT110;400;2000;MATE;LACADO;236,60
BT110;400;2500;MATE;LACADO;271,58
BT110;400;2600;MATE;LACADO;500,00
BT110;500;500;MATE;LACADO;160,66
BT110;500;1000;MATE;LACADO;210,81
BT110;500;2000;MATE;LACADO;257,11
BT110;500;2500;MATE;LACADO;296,49
BT110;500;2600;MATE;LACADO;500,00
BT110;600;500;MATE;LACADO;170,12
BT110;600;1000;MATE;LACADO;226,65
BT110;600;2000;MATE;LACADO;277,63
BT110;600;2500;MATE;LACADO;321,41
BT110;600;2600;MATE;LACADO;500,00
BT110;400;500;MATE;ANODIZADO;156,38
BT110;400;1000;MATE;ANODIZADO;203,02
BT110;400;2000;MATE;ANODIZADO;250,41
BT110;400;2500;MATE;ANODIZADO;288,26
BT110;400;2600;MATE;ANODIZADO;500,00
BT110;500;500;MATE;ANODIZADO;166,41
BT110;500;1000;MATE;ANODIZADO;219,44
BT110;500;2000;MATE;ANODIZADO;271,50
BT110;500;2500;MATE;ANODIZADO;313,76
BT110;500;2600;MATE;ANODIZADO;500,00
BT110;600;500;MATE;ANODIZADO;176,45
BT110;600;1000;MATE;ANODIZADO;235,86
BT110;600;2000;MATE;ANODIZADO;292,59
BT110;600;2500;MATE;ANODIZADO;339,25
BT110;600;2600;MATE;ANODIZADO;500,00
BT110;400;500;MATE;RECHAPADO;157,94
BT110;400;1000;MATE;RECHAPADO;205,46
BT110;400;2000;MATE;RECHAPADO;254,59
BT110;400;2500;MATE;RECHAPADO;293,32
BT110;400;2600;MATE;RECHAPADO;500,00
BT110;500;500;MATE;RECHAPADO;168,16
BT110;500;1000;MATE;RECHAPADO;222,05
BT110;500;2000;MATE;RECHAPADO;275,85
BT110;500;2500;MATE;RECHAPADO;318,98
BT110;500;2600;MATE;RECHAPADO;500,00
BT110;600;500;MATE;RECHAPADO;178,37
BT110;600;1000;MATE;RECHAPADO;238,64
BT110;600;2000;MATE;RECHAPADO;297,12
BT110;600;2500;MATE;RECHAPADO;344,65
BT110;600;2600;MATE;RECHAPADO;500,00
HAVA;400;500;SINVIDRIO;LACADO;225,65
HAVA;400;1000;SINVIDRIO;LACADO;237,32
HAVA;400;2000;SINVIDRIO;LACADO;260,65
HAVA;400;2500;SINVIDRIO;LACADO;272,31
HAVA;400;2800;SINVIDRIO;LACADO;500,00
HAVA;500;500;SINVIDRIO;LACADO;226,77
HAVA;500;1000;SINVIDRIO;LACADO;238,44
HAVA;500;2000;SINVIDRIO;LACADO;261,77
HAVA;500;2500;SINVIDRIO;LACADO;273,44
HAVA;500;2800;SINVIDRIO;LACADO;500,00
HAVA;600;500;SINVIDRIO;LACADO;227,89
HAVA;600;1000;SINVIDRIO;LACADO;239,56
HAVA;600;2000;SINVIDRIO;LACADO;262,89
HAVA;600;2500;SINVIDRIO;LACADO;274,56
HAVA;600;2800;SINVIDRIO;LACADO;500,00
HAVA;400;500;SINVIDRIO;ANODIZADO;229,01
HAVA;400;1000;SINVIDRIO;ANODIZADO;243,00
HAVA;400;2000;SINVIDRIO;ANODIZADO;270,99
HAVA;400;2500;SINVIDRIO;ANODIZADO;284,99
HAVA;400;2800;SINVIDRIO;ANODIZADO;500,00
HAVA;500;500;SINVIDRIO;ANODIZADO;230,38
HAVA;500;1000;SINVIDRIO;ANODIZADO;244,38
HAVA;500;2000;SINVIDRIO;ANODIZADO;272,37
HAVA;500;2500;SINVIDRIO;ANODIZADO;286,37
HAVA;500;2800;SINVIDRIO;ANODIZADO;500,00
HAVA;600;500;SINVIDRIO;ANODIZADO;231,76
HAVA;600;1000;SINVIDRIO;ANODIZADO;245,76
HAVA;600;2000;SINVIDRIO;ANODIZADO;273,75
HAVA;600;2500;SINVIDRIO;ANODIZADO;287,74
HAVA;600;2800;SINVIDRIO;ANODIZADO;500,00
HAVA;400;500;TRANSPARENTE;LACADO;285,91
HAVA;400;1000;TRANSPARENTE;LACADO;320,85
