Perfil;Ancho;Alto;ColorVidrio;Acabado;Tarifa
7994;600;2500;SINVIDRIO;ANODIZADO;98,18
7994;400;500;TRANSPARENTE;LACADO;130,19
7994;400;1000;TRANSPARENTE;LACADO;155,96
7994;400;2000;TRANSPARENTE;LACADO;189,53
7994;400;2500;TRANSPARENTE;LACADO;213,49
7994;500;500;TRANSPARENTE;LACADO;135,34
7994;500;1000;TRANSPARENTE;LACADO;163,92
7994;500;2000;TRANSPARENTE;LACADO;202,02
7994;500;2500;TRANSPARENTE;LACADO;228,57
7994;600;500;TRANSPARENTE;LACADO;140,49
7994;600;1000;TRANSPARENTE;LACADO;171,88
7994;600;2000;TRANSPARENTE;LACADO;214,52
7994;600;2500;TRANSPARENTE;LACADO;243,65
7994;400;500;TRANSPARENTE;ANODIZADO;132,89
7994;400;1000;TRANSPARENTE;ANODIZADO;160,15
7994;400;2000;TRANSPARENTE;ANODIZADO;196,72
7994;400;2500;TRANSPARENTE;ANODIZADO;222,18
7994;500;500;TRANSPARENTE;ANODIZADO;138,34
7994;500;1000;TRANSPARENTE;ANODIZADO;168,42
7994;500;2000;TRANSPARENTE;ANODIZADO;209,51
7994;500;2500;TRANSPARENTE;ANODIZADO;237,56
7994;600;500;TRANSPARENTE;ANODIZADO;143,79
7994;600;1000;TRANSPARENTE;ANODIZADO;176,68
7994;600;2000;TRANSPARENTE;ANODIZADO;222,31
7994;600;2500;TRANSPARENTE;ANODIZADO;252,94
7994;400;500;COLORMIX01;LACADO;136,19
7994;400;1000;COLORMIX01;LACADO;167,95
7994;400;2000;COLORMIX01;LACADO;210,92
7994;400;2500;COLORMIX01;LACADO;240,24
7994;500;500;COLORMIX01;LACADO;142,84
7994;500;1000;COLORMIX01;LACADO;178,91
7994;500;2000;COLORMIX01;LACADO;228,77
7994;500;2500;COLORMIX01;LACADO;262,00
7994;600;500;COLORMIX01;LACADO;149,48
7994;600;1000;COLORMIX01;LACADO;189,87
7994;600;2000;COLORMIX01;LACADO;246,61
7994;600;2500;COLORMIX01;LACADO;283,77
7994;400;500;COLORMIX01;ANODIZADO;138,89
7994;400;1000;COLORMIX01;ANODIZADO;172,14
7994;400;2000;COLORMIX01;ANODIZADO;218,12
7994;400;2500;COLORMIX01;ANODIZADO;248,93
7994;500;500;COLORMIX01;ANODIZADO;145,83
7994;500;1000;COLORMIX01;ANODIZADO;183,40
7994;500;2000;COLORMIX01;ANODIZADO;236,26
7994;500;2500;COLORMIX01;ANODIZADO;270,99
7994;600;500;COLORMIX01;ANODIZADO;152,78
7994;600;1000;COLORMIX01;ANODIZADO;194,66
7994;600;2000;COLORMIX01;ANODIZADO;254,41
7994;600;2500;COLORMIX01;ANODIZADO;293,06
7994;400;500;GRISOSCURO;LACADO;151,53
7994;400;1000;GRISOSCURO;LACADO;198,64
7994;400;2000;GRISOSCURO;LACADO;267,05
7994;400;2500;GRISOSCURO;LACADO;310,39
7994;500;500;GRISOSCURO;LACADO;162,02
7994;500;1000;GRISOSCURO;LACADO;217,27
7994;500;2000;GRISOSCURO;LACADO;298,92
7994;500;2500;GRISOSCURO;LACADO;349,69
7994;600;500;GRISOSCURO;LACADO;172,50
7994;600;1000;GRISOSCURO;LACADO;235,90
7994;600;2000;GRISOSCURO;LACADO;330,80
7994;600;2500;GRISOSCURO;LACADO;389,00
7994;400;500;GRISOSCURO;ANODIZADO;154,23
7994;400;1000;GRISOSCURO;ANODIZADO;202,83
7994;400;2000;GRISOSCURO;ANODIZADO;274,24
7994;400;2500;GRISOSCURO;ANODIZADO;319,08
7994;500;500;GRISOSCURO;ANODIZADO;165,01
7994;500;1000;GRISOSCURO;ANODIZADO;221,77
7994;500;2000;GRISOSCURO;ANODIZADO;306,41
7994;500;2500;GRISOSCURO;ANODIZADO;358,69
7994;600;500;GRISOSCURO;ANODIZADO;175,80
7994;600;1000;GRISOSCURO;ANODIZADO;240,70
7994;600;2000;GRISOSCURO;ANODIZADO;338,59
7994;600;2500;GRISOSCURO;ANODIZADO;398,29
7994;400;500;MATE;LACADO;144,45
7994;400;1000;MATE;LACADO;184,47
7994;400;2000;MATE;LACADO;218,61
7994;400;2500;MATE;LACADO;249,84
7994;500;500;MATE;LACADO;153,16
7994;500;1000;MATE;LACADO;199,57
7994;500;2000;MATE;LACADO;238,37
7994;500;2500;MATE;LACADO;274,01
7994;600;500;MATE;LACADO;161,88
7994;600;1000;MATE;LACADO;214,66
7994;600;2000;MATE;LACADO;258,14
7994;600;2500;MATE;LACADO;298,17
7994;400;500;MATE;ANODIZADO;137,65
7994;400;1000;MATE;ANODIZADO;180,40
7994;400;2000;MATE;ANODIZADO;228,76
7994;400;2500;MATE;ANODIZADO;264,27
7994;500;500;MATE;ANODIZADO;146,92
7994;500;1000;MATE;ANODIZADO;194,92
7994;500;2000;MATE;ANODIZADO;247,12
7994;500;2500;MATE;ANODIZADO;286,26
7994;600;500;MATE;ANODIZADO;156,18
7994;600;1000;MATE;ANODIZADO;209,44
7994;600;2000;MATE;ANODIZADO;265,49
7994;600;2500;MATE;ANODIZADO;308,25
7995;400;500;SINVIDRIO;LACADO;41,33
7995;400;1000;SINVIDRIO;LACADO;52,16
7995;400;2000;SINVIDRIO;LACADO;71,14
7995;400;2500;SINVIDRIO;LACADO;81,96
7995;400;2800;SINVIDRIO;LACADO;500,00
7995;500;500;SINVIDRIO;LACADO;42,82
7995;500;1000;SINVIDRIO;LACADO;53,65
7995;500;2000;SINVIDRIO;LACADO;72,62
7995;500;2500;SINVIDRIO;LACADO;83,45
7995;500;2800;SINVIDRIO;LACADO;500,00
7995;600;500;SINVIDRIO;LACADO;44,31
7995;600;1000;SINVIDRIO;LACADO;55,13
7995;600;2000;SINVIDRIO;LACADO;74,11
7995;600;2500;SINVIDRIO;LACADO;84,93
7995;600;2800;SINVIDRIO;LACADO;500,00
7995;400;500;SINVIDRIO;ANODIZADO;45,24
7995;400;1000;SINVIDRIO;ANODIZADO;58,31
7995;400;2000;SINVIDRIO;ANODIZADO;81,78
7995;400;2500;SINVIDRIO;ANODIZADO;94,84
7995;400;2800;SINVIDRIO;ANODIZADO;500,00
7995;500;500;SINVIDRIO;ANODIZADO;47,15
7995;500;1000;SINVIDRIO;ANODIZADO;60,21
7995;500;2000;SINVIDRIO;ANODIZADO;83,68
7995;500;2500;SINVIDRIO;ANODIZADO;96,75
7995;500;2800;SINVIDRIO;ANODIZADO;500,00
7995;600;500;SINVIDRIO;ANODIZADO;49,05
7995;600;1000;SINVIDRIO;ANODIZADO;62,12
7995;600;2000;SINVIDRIO;ANODIZADO;85,58
7995;600;2500;SINVIDRIO;ANODIZADO;98,65
7995;600;2800;SINVIDRIO;ANODIZADO;500,00
7995;400;500;TRANSPARENTE;LACADO;130,24
7995;400;1000;TRANSPARENTE;LACADO;156,37
7995;400;2000;TRANSPARENTE;LACADO;190,67
7995;400;2500;TRANSPARENTE;LACADO;215,00
7995;400;2800;TRANSPARENTE;LACADO;500,00
7995;500;500;TRANSPARENTE;LACADO;135,31
7995;500;1000;TRANSPARENTE;LACADO;164,26
7995;500;2000;TRANSPARENTE;LACADO;203,09
7995;500;2500;TRANSPARENTE;LACADO;230,00
7995;500;2800;TRANSPARENTE;LACADO;500,00
7995;600;500;TRANSPARENTE;LACADO;140,38
7995;600;1000;TRANSPARENTE;LACADO;172,14
7995;600;2000;TRANSPARENTE;LACADO;215,51
7995;600;2500;TRANSPARENTE;LACADO;245,00
7995;600;2800;TRANSPARENTE;LACADO;500,00
7995;400;500;TRANSPARENTE;ANODIZADO;134,40
7995;400;1000;TRANSPARENTE;ANODIZADO;162,91
7995;400;2000;TRANSPARENTE;ANODIZADO;201,98
7995;400;2500;TRANSPARENTE;ANODIZADO;228,69
7995;400;2800;TRANSPARENTE;ANODIZADO;500,00
7995;500;500;TRANSPARENTE;ANODIZADO;139,91
7995;500;1000;TRANSPARENTE;ANODIZADO;171,24
7995;500;2000;TRANSPARENTE;ANODIZADO;214,84
7995;500;2500;TRANSPARENTE;ANODIZADO;244,13
7995;500;2800;TRANSPARENTE;ANODIZADO;500,00
7995;600;500;TRANSPARENTE;ANODIZADO;145,42
7995;600;1000;TRANSPARENTE;ANODIZADO;179,56
7995;600;2000;TRANSPARENTE;ANODIZADO;227,70
7995;600;2500;TRANSPARENTE;ANODIZADO;259,58
7995;600;2800;TRANSPARENTE;ANODIZADO;500,00
7995;400;500;COLORMIX01;LACADO;136,24
7995;400;1000;COLORMIX01;LACADO;168,36
7995;400;2000;COLORMIX01;LACADO;212,07
7995;400;2500;COLORMIX01;LACADO;241,75
7995;400;2800;COLORMIX01;LACADO;500,00
7995;500;500;COLORMIX01;LACADO;142,81
7995;500;1000;COLORMIX01;LACADO;179,25
7995;500;2000;COLORMIX01;LACADO;229,84
7995;500;2500;COLORMIX01;LACADO;263,44
7995;500;2800;COLORMIX01;LACADO;500,00
7995;600;500;COLORMIX01;LACADO;149,38
7995;600;1000;COLORMIX01;LACADO;190,13
7995;600;2000;COLORMIX01;LACADO;247,60
7995;600;2500;COLORMIX01;LACADO;285,12
7995;600;2800;COLORMIX01;LACADO;500,00
7995;400;500;COLORMIX01;ANODIZADO;140,39
7995;400;1000;COLORMIX01;ANODIZADO;174,90
7995;400;2000;COLORMIX01;ANODIZADO;223,38
7995;400;2500;COLORMIX01;ANODIZADO;255,44
7995;400;2800;COLORMIX01;ANODIZADO;500,00
7995;500;500;COLORMIX01;ANODIZADO;147,40
7995;500;1000;COLORMIX01;ANODIZADO;186,22
7995;500;2000;COLORMIX01;ANODIZADO;241,58
7995;500;2500;COLORMIX01;ANODIZADO;277,57
7995;500;2800;COLORMIX01;ANODIZADO;500,00
7995;600;500;COLORMIX01;ANODIZADO;154,41
7995;600;1000;COLORMIX01;ANODIZADO;197,55
7995;600;2000;COLORMIX01;ANODIZADO;259,79
7995;600;2500;COLORMIX01;ANODIZADO;299,70
7995;600;2800;COLORMIX01;ANODIZADO;500,00
7995;400;500;GRISOSCURO;LACADO;151,58
7995;400;1000;GRISOSCURO;LACADO;199,05
7995;400;2000;GRISOSCURO;LACADO;268,19
7995;400;2500;GRISOSCURO;LACADO;311,90
7995;400;2800;GRISOSCURO;LACADO;500,00
7995;500;500;GRISOSCURO;LACADO;161,99
7995;500;1000;GRISOSCURO;LACADO;217,61
7995;500;2000;GRISOSCURO;LACADO;299,99
7995;500;2500;GRISOSCURO;LACADO;351,13
7995;500;2800;GRISOSCURO;LACADO;500,00
7995;600;500;GRISOSCURO;LACADO;172,39
7995;600;1000;GRISOSCURO;LACADO;236,16
7995;600;2000;GRISOSCURO;LACADO;331,79
7995;600;2500;GRISOSCURO;LACADO;390,35
7995;600;2800;GRISOSCURO;LACADO;500,00
7995;400;500;GRISOSCURO;ANODIZADO;155,74
7995;400;1000;GRISOSCURO;ANODIZADO;205,59
7995;400;2000;GRISOSCURO;ANODIZADO;279,50
7995;400;2500;GRISOSCURO;ANODIZADO;325,59
7995;400;2800;GRISOSCURO;ANODIZADO;500,00
7995;500;500;GRISOSCURO;ANODIZADO;166,58
7995;500;1000;GRISOSCURO;ANODIZADO;224,59
7995;500;2000;GRISOSCURO;ANODIZADO;311,74
7995;500;2500;GRISOSCURO;ANODIZADO;365,26
7995;500;2800;GRISOSCURO;ANODIZADO;500,00
7995;600;500;GRISOSCURO;ANODIZADO;177,43
7995;600;1000;GRISOSCURO;ANODIZADO;243,58
7995;600;2000;GRISOSCURO;ANODIZADO;343,98
7995;600;2500;GRISOSCURO;ANODIZADO;404,93
7995;600;2800;GRISOSCURO;ANODIZADO;500,00
7995;400;500;MATE;LACADO;144,50
7995;400;1000;MATE;LACADO;184,89
7995;400;2000;MATE;LACADO;219,76
7995;400;2500;MATE;LACADO;251,35
7995;400;2800;MATE;LACADO;500,00
7995;500;500;MATE;LACADO;153,14
7995;500;1000;MATE;LACADO;199,90
7995;500;2000;MATE;LACADO;239,44
7995;500;2500;MATE;LACADO;275,44
7995;500;2800;MATE;LACADO;500,00
7995;600;500;MATE;LACADO;161,77
7995;600;1000;MATE;LACADO;214,92
7995;600;2000;MATE;LACADO;259,13
7995;600;2500;MATE;LACADO;299,53
7995;600;2800;MATE;LACADO;500,00
7995;400;500;MATE;ANODIZADO;148,65
7995;400;1000;MATE;ANODIZADO;191,43
7995;400;2000;MATE;ANODIZADO;231,06
7995;400;2500;MATE;ANODIZADO;265,04
7995;400;2800;MATE;ANODIZADO;500,00
7995;500;500;MATE;ANODIZADO;157,73
7995;500;1000;MATE;ANODIZADO;206,88
7995;500;2000;MATE;ANODIZADO;251,19
7995;500;2500;MATE;ANODIZADO;289,57
7995;500;2800;MATE;ANODIZADO;500,00
7995;600;500;MATE;ANODIZADO;166,81
7995;600;1000;MATE;ANODIZADO;222,34
7995;600;2000;MATE;ANODIZADO;271,32
7995;600;2500;MATE;ANODIZADO;314,10
7995;600;2800;MATE;ANODIZADO;500,00
7996;400;500;SINVIDRIO;LACADO;43,21
7996;400;1000;SINVIDRIO;LACADO;53,66
7996;400;2000;SINVIDRIO;LACADO;68,89
7996;400;2500;SINVIDRIO;LACADO;79,34
7996;500;500;SINVIDRIO;LACADO;44,16
7996;500;1000;SINVIDRIO;LACADO;54,61
7996;500;2000;SINVIDRIO;LACADO;69,85
7996;500;2500;SINVIDRIO;LACADO;80,30
7996;600;500;SINVIDRIO;LACADO;45,12
7996;600;1000;SINVIDRIO;LACADO;55,57
7996;600;2000;SINVIDRIO;LACADO;70,80
7996;600;2500;SINVIDRIO;LACADO;81,25
7996;400;500;SINVIDRIO;ANODIZADO;45,79
7996;400;1000;SINVIDRIO;ANODIZADO;57,68
7996;400;2000;SINVIDRIO;ANODIZADO;75,79
7996;400;2500;SINVIDRIO;ANODIZADO;87,68
7996;500;500;SINVIDRIO;ANODIZADO;47,04
7996;500;1000;SINVIDRIO;ANODIZADO;58,93
7996;500;2000;SINVIDRIO;ANODIZADO;77,04
7996;500;2500;SINVIDRIO;ANODIZADO;88,93
7996;600;500;SINVIDRIO;ANODIZADO;48,28
7996;600;1000;SINVIDRIO;ANODIZADO;60,17
7996;600;2000;SINVIDRIO;ANODIZADO;78,28
7996;600;2500;SINVIDRIO;ANODIZADO;90,17
7996;400;500;SINVIDRIO;RECHAPADO;46,01
7996;400;1000;SINVIDRIO;RECHAPADO;58,34
7996;400;2000;SINVIDRIO;RECHAPADO;80,16
7996;400;2500;SINVIDRIO;RECHAPADO;92,48
7996;500;500;SINVIDRIO;RECHAPADO;47,91
7996;500;1000;SINVIDRIO;RECHAPADO;60,24
7996;500;2000;SINVIDRIO;RECHAPADO;82,05
7996;500;2500;SINVIDRIO;RECHAPADO;94,38
7996;600;500;SINVIDRIO;RECHAPADO;49,81
7996;600;1000;SINVIDRIO;RECHAPADO;62,13
7996;600;2000;SINVIDRIO;RECHAPADO;83,95
7996;600;2500;SINVIDRIO;RECHAPADO;96,28
7996;400;500;TRANSPARENTE;LACADO;129,53
7996;400;1000;TRANSPARENTE;LACADO;154,61
7996;400;2000;TRANSPARENTE;LACADO;183,98
7996;400;2500;TRANSPARENTE;LACADO;207,26
7996;500;500;TRANSPARENTE;LACADO;133,98
7996;500;1000;TRANSPARENTE;LACADO;161,87
7996;500;2000;TRANSPARENTE;LACADO;195,77
7996;500;2500;TRANSPARENTE;LACADO;221,64
7996;600;500;TRANSPARENTE;LACADO;138,42
7996;600;1000;TRANSPARENTE;LACADO;169,13
7996;600;2000;TRANSPARENTE;LACADO;207,57
7996;600;2500;TRANSPARENTE;LACADO;236,01
7996;400;500;TRANSPARENTE;ANODIZADO;132,12
7996;400;1000;TRANSPARENTE;ANODIZADO;158,64
7996;400;2000;TRANSPARENTE;ANODIZADO;190,89
7996;400;2500;TRANSPARENTE;ANODIZADO;215,60
7996;500;500;TRANSPARENTE;ANODIZADO;136,85
7996;500;1000;TRANSPARENTE;ANODIZADO;166,19
7996;500;2000;TRANSPARENTE;ANODIZADO;202,97
7996;500;2500;TRANSPARENTE;ANODIZADO;230,27
7996;600;500;TRANSPARENTE;ANODIZADO;141,59
7996;600;1000;TRANSPARENTE;ANODIZADO;173,73
7996;600;2000;TRANSPARENTE;ANODIZADO;215,04
7996;600;2500;TRANSPARENTE;ANODIZADO;244,93
7996;400;500;TRANSPARENTE;RECHAPADO;132,34
7996;400;1000;TRANSPARENTE;RECHAPADO;159,29
7996;400;2000;TRANSPARENTE;RECHAPADO;195,25
7996;400;2500;TRANSPARENTE;RECHAPADO;220,40
7996;500;500;TRANSPARENTE;RECHAPADO;137,73
7996;500;1000;TRANSPARENTE;RECHAPADO;167,50
7996;500;2000;TRANSPARENTE;RECHAPADO;207,98
7996;500;2500;TRANSPARENTE;RECHAPADO;235,72
7996;600;500;TRANSPARENTE;RECHAPADO;143,11
7996;600;1000;TRANSPARENTE;RECHAPADO;175,70
7996;600;2000;TRANSPARENTE;RECHAPADO;220,71
7996;600;2500;TRANSPARENTE;RECHAPADO;251,04
7996;400;500;COLORMIX01;LACADO;129,86
7996;400;1000;COLORMIX01;LACADO;158,10
7996;400;2000;COLORMIX01;LACADO;194,05
7996;400;2500;COLORMIX01;LACADO;219,84
7996;500;500;COLORMIX01;LACADO;135,80
7996;500;1000;COLORMIX01;LACADO;168,36
7996;500;2000;COLORMIX01;LACADO;211,19
7996;500;2500;COLORMIX01;LACADO;240,91
7996;600;500;COLORMIX01;LACADO;141,75
7996;600;1000;COLORMIX01;LACADO;178,62
7996;600;2000;COLORMIX01;LACADO;228,33
7996;600;2500;COLORMIX01;LACADO;261,97
7996;400;500;COLORMIX01;ANODIZADO;132,45
7996;400;1000;COLORMIX01;ANODIZADO;162,13
7996;400;2000;COLORMIX01;ANODIZADO;200,95
7996;400;2500;COLORMIX01;ANODIZADO;228,18
7996;500;500;COLORMIX01;ANODIZADO;138,68
7996;500;1000;COLORMIX01;ANODIZADO;172,67
7996;500;2000;COLORMIX01;ANODIZADO;218,38
7996;500;2500;COLORMIX01;ANODIZADO;249,53
7996;600;500;COLORMIX01;ANODIZADO;144,91
7996;600;1000;COLORMIX01;ANODIZADO;183,22
7996;600;2000;COLORMIX01;ANODIZADO;235,81
7996;600;2500;COLORMIX01;ANODIZADO;270,88
7996;400;500;COLORMIX01;RECHAPADO;138,33
7996;400;1000;COLORMIX01;RECHAPADO;171,29
7996;400;2000;COLORMIX01;RECHAPADO;216,65
7996;400;2500;COLORMIX01;RECHAPADO;247,15
7996;500;500;COLORMIX01;RECHAPADO;145,22
7996;500;1000;COLORMIX01;RECHAPADO;182,48
7996;500;2000;COLORMIX01;RECHAPADO;234,73
7996;500;2500;COLORMIX01;RECHAPADO;269,15
7996;600;500;COLORMIX01;RECHAPADO;152,11
7996;600;1000;COLORMIX01;RECHAPADO;193,68
7996;600;2000;COLORMIX01;RECHAPADO;252,81
7996;600;2500;COLORMIX01;RECHAPADO;291,16
7996;400;500;GRISOSCURO;LACADO;145,20
7996;400;1000;GRISOSCURO;LACADO;188,79
7996;400;2000;GRISOSCURO;LACADO;250,17
7996;400;2500;GRISOSCURO;LACADO;290,00
7996;500;500;GRISOSCURO;LACADO;154,99
7996;500;1000;GRISOSCURO;LACADO;206,72
7996;500;2000;GRISOSCURO;LACADO;281,34
7996;500;2500;GRISOSCURO;LACADO;328,60
7996;600;500;GRISOSCURO;LACADO;164,77
7996;600;1000;GRISOSCURO;LACADO;224,65
7996;600;2000;GRISOSCURO;LACADO;312,51
7996;600;2500;GRISOSCURO;LACADO;367,20
7996;400;500;GRISOSCURO;ANODIZADO;147,79
7996;400;1000;GRISOSCURO;ANODIZADO;192,82
7996;400;2000;GRISOSCURO;ANODIZADO;257,07
7996;400;2500;GRISOSCURO;ANODIZADO;298,34
7996;500;500;GRISOSCURO;ANODIZADO;157,86
7996;500;1000;GRISOSCURO;ANODIZADO;211,04
7996;500;2000;GRISOSCURO;ANODIZADO;288,53
7996;500;2500;GRISOSCURO;ANODIZADO;337,23
7996;600;500;GRISOSCURO;ANODIZADO;167,93
7996;600;1000;GRISOSCURO;ANODIZADO;229,26
7996;600;2000;GRISOSCURO;ANODIZADO;319,99
7996;600;2500;GRISOSCURO;ANODIZADO;376,11
7996;400;500;GRISOSCURO;RECHAPADO;153,68
7996;400;1000;GRISOSCURO;RECHAPADO;201,98
7996;400;2000;GRISOSCURO;RECHAPADO;272,77
7996;400;2500;GRISOSCURO;RECHAPADO;317,30
7996;500;500;GRISOSCURO;RECHAPADO;164,40
7996;500;1000;GRISOSCURO;RECHAPADO;220,85
7996;500;2000;GRISOSCURO;RECHAPADO;304,88
7996;500;2500;GRISOSCURO;RECHAPADO;356,84
7996;600;500;GRISOSCURO;RECHAPADO;175,12
7996;600;1000;GRISOSCURO;RECHAPADO;239,72
7996;600;2000;GRISOSCURO;RECHAPADO;336,99
7996;600;2500;GRISOSCURO;RECHAPADO;396,39
7996;400;500;MATE;LACADO;138,12
7996;400;1000;MATE;LACADO;174,63
7996;400;2000;MATE;LACADO;201,73
7996;400;2500;MATE;LACADO;229,45
7996;500;500;MATE;LACADO;146,13
7996;500;1000;MATE;LACADO;189,02
7996;500;2000;MATE;LACADO;220,79
7996;500;2500;MATE;LACADO;252,91
7996;600;500;MATE;LACADO;154,14
7996;600;1000;MATE;LACADO;203,41
7996;600;2000;MATE;LACADO;239,85
7996;600;2500;MATE;LACADO;276,37
7996;400;500;MATE;ANODIZADO;140,71
7996;400;1000;MATE;ANODIZADO;178,66
7996;400;2000;MATE;ANODIZADO;208,63
7996;400;2500;MATE;ANODIZADO;237,79
7996;500;500;MATE;ANODIZADO;149,01
7996;500;1000;MATE;ANODIZADO;193,33
7996;500;2000;MATE;ANODIZADO;227,98
7996;500;2500;MATE;ANODIZADO;261,54
7996;600;500;MATE;ANODIZADO;157,31
7996;600;1000;MATE;ANODIZADO;208,01
7996;600;2000;MATE;ANODIZADO;247,33
7996;600;2500;MATE;ANODIZADO;285,29
7996;400;500;MATE;RECHAPADO;146,60
7996;400;1000;MATE;RECHAPADO;187,81
7996;400;2000;MATE;RECHAPADO;224,33
7996;400;2500;MATE;RECHAPADO;256,75
7996;500;500;MATE;RECHAPADO;155,55
7996;500;1000;MATE;RECHAPADO;203,14
7996;500;2000;MATE;RECHAPADO;244,33
7996;500;2500;MATE;RECHAPADO;281,16
7996;600;500;MATE;RECHAPADO;164,50
7996;600;1000;MATE;RECHAPADO;218,47
7996;600;2000;MATE;RECHAPADO;264,34
7996;600;2500;MATE;RECHAPADO;305,56
7998;400;500;SINVIDRIO;LACADO;42,35
7998;400;1000;SINVIDRIO;LACADO;53,43
7998;400;2000;SINVIDRIO;LACADO;72,90
7998;400;2500;SINVIDRIO;LACADO;83,97
7998;500;500;SINVIDRIO;LACADO;44,04
7998;500;1000;SINVIDRIO;LACADO;55,11
7998;500;2000;SINVIDRIO;LACADO;74,58
7998;500;2500;SINVIDRIO;LACADO;85,65
7998;600;500;SINVIDRIO;LACADO;45,72
7998;600;1000;SINVIDRIO;LACADO;56,79
7998;600;2000;SINVIDRIO;LACADO;76,26
7998;600;2500;SINVIDRIO;LACADO;87,33
7998;400;500;SINVIDRIO;ANODIZADO;46,24
7998;400;1000;SINVIDRIO;ANODIZADO;59,47
7998;400;2000;SINVIDRIO;ANODIZADO;83,25
7998;400;2500;SINVIDRIO;ANODIZADO;96,48
7998;500;500;SINVIDRIO;ANODIZADO;48,35
7998;500;1000;SINVIDRIO;ANODIZADO;61,58
7998;500;2000;SINVIDRIO;ANODIZADO;85,37
7998;500;2500;SINVIDRIO;ANODIZADO;98,59
7998;600;500;SINVIDRIO;ANODIZADO;50,46
7998;600;1000;SINVIDRIO;ANODIZADO;63,69
7998;600;2000;SINVIDRIO;ANODIZADO;87,48
7998;600;2500;SINVIDRIO;ANODIZADO;100,71
7998;400;500;TRANSPARENTE;LACADO;131,33
7998;400;1000;TRANSPARENTE;LACADO;157,72
7998;400;2000;TRANSPARENTE;LACADO;192,55
7998;400;2500;TRANSPARENTE;LACADO;217,14
7998;500;500;TRANSPARENTE;LACADO;136,60
7998;500;1000;TRANSPARENTE;LACADO;165,81
7998;500;2000;TRANSPARENTE;LACADO;205,17
7998;500;2500;TRANSPARENTE;LACADO;232,35
7998;600;500;TRANSPARENTE;LACADO;141,88
7998;600;1000;TRANSPARENTE;LACADO;173,90
7998;600;2000;TRANSPARENTE;LACADO;217,79
7998;600;2500;TRANSPARENTE;LACADO;247,55
7998;400;500;TRANSPARENTE;ANODIZADO;134,21
7998;400;1000;TRANSPARENTE;ANODIZADO;162,21
7998;400;2000;TRANSPARENTE;ANODIZADO;200,25
7998;400;2500;TRANSPARENTE;ANODIZADO;226,45
7998;500;500;TRANSPARENTE;ANODIZADO;139,81
7998;500;1000;TRANSPARENTE;ANODIZADO;170,62
7998;500;2000;TRANSPARENTE;ANODIZADO;213,19
7998;500;2500;TRANSPARENTE;ANODIZADO;241,97
7998;600;500;TRANSPARENTE;ANODIZADO;145,41
7998;600;1000;TRANSPARENTE;ANODIZADO;179,03
7998;600;2000;TRANSPARENTE;ANODIZADO;226,13
7998;600;2500;TRANSPARENTE;ANODIZADO;257,50
7998;400;500;COLORMIX01;LACADO;137,32
7998;400;1000;COLORMIX01;LACADO;169,71
7998;400;2000;COLORMIX01;LACADO;213,95
7998;400;2500;COLORMIX01;LACADO;243,89
7998;500;500;COLORMIX01;LACADO;144,10
7998;500;1000;COLORMIX01;LACADO;180,80
7998;500;2000;COLORMIX01;LACADO;231,92
7998;500;2500;COLORMIX01;LACADO;265,78
7998;600;500;COLORMIX01;LACADO;150,87
7998;600;1000;COLORMIX01;LACADO;191,88
7998;600;2000;COLORMIX01;LACADO;249,89
7998;600;2500;COLORMIX01;LACADO;287,67
7998;400;500;COLORMIX01;ANODIZADO;140,21
7998;400;1000;COLORMIX01;ANODIZADO;174,20
7998;400;2000;COLORMIX01;ANODIZADO;221,65
7998;400;2500;COLORMIX01;ANODIZADO;253,19
7998;500;500;COLORMIX01;ANODIZADO;147,30
7998;500;1000;COLORMIX01;ANODIZADO;185,61
7998;500;2000;COLORMIX01;ANODIZADO;239,94
7998;500;2500;COLORMIX01;ANODIZADO;275,41
7998;600;500;COLORMIX01;ANODIZADO;154,40
7998;600;1000;COLORMIX01;ANODIZADO;197,02
7998;600;2000;COLORMIX01;ANODIZADO;258,23
7998;600;2500;COLORMIX01;ANODIZADO;297,62
7998;400;500;GRISOSCURO;LACADO;152,67
7998;400;1000;GRISOSCURO;LACADO;200,40
7998;400;2000;GRISOSCURO;LACADO;270,07
7998;400;2500;GRISOSCURO;LACADO;314,04
7998;500;500;GRISOSCURO;LACADO;163,28
7998;500;1000;GRISOSCURO;LACADO;219,16
7998;500;2000;GRISOSCURO;LACADO;302,07
7998;500;2500;GRISOSCURO;LACADO;353,47
7998;600;500;GRISOSCURO;LACADO;173,89
7998;600;1000;GRISOSCURO;LACADO;237,92
7998;600;2000;GRISOSCURO;LACADO;334,07
7998;600;2500;GRISOSCURO;LACADO;392,90
7998;400;500;GRISOSCURO;ANODIZADO;155,55
7998;400;1000;GRISOSCURO;ANODIZADO;204,89
7998;400;2000;GRISOSCURO;ANODIZADO;277,77
7998;400;2500;GRISOSCURO;ANODIZADO;323,35
7998;500;500;GRISOSCURO;ANODIZADO;166,49
7998;500;1000;GRISOSCURO;ANODIZADO;223,97
7998;500;2000;GRISOSCURO;ANODIZADO;310,09
7998;500;2500;GRISOSCURO;ANODIZADO;363,10
7998;600;500;GRISOSCURO;ANODIZADO;177,42
7998;600;1000;GRISOSCURO;ANODIZADO;243,05
7998;600;2000;GRISOSCURO;ANODIZADO;342,41
7998;600;2500;GRISOSCURO;ANODIZADO;402,85
7998;400;500;MATE;LACADO;145,59
7998;400;1000;MATE;LACADO;186,24
7998;400;2000;MATE;LACADO;221,63
